DATA_ODCZYTU;ZUZYCIE_BIEZACE;JEDNOSTKA;DATA_POPRZEDNIEGO_ODCZYTU;ODCZYT_BIEZACY;ODCZYT_POPRZEDNI;STREFA_EC;ADRES_PPE;TYP_ODCZYTU;NUMER_LICZNIKA;PUNKT_POBORU;SKLADNIK
15.04.2022;4;kVarh;09.02.2022;45 kVarh;41 kVarh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 64,  33-300 NOWY S¥CZ;Odczyt systemowy;70128867;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;6;kVarh;09.02.2022;56 kVarh;50 kVarh;I;MJR. HENRYKA SUCHARSKIEGO 58, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70301242;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;0;kVarh;09.02.2022;16 kVarh;16 kVarh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 66D,  33-300 NOWY S¥CZ;Odczyt systemowy;70128871;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;33;kVarh;09.02.2022;255 kVarh;222 kVarh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 54B,  33-300 NOWY S¥CZ;Odczyt systemowy;70178620;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;0;kVarh;09.02.2022;5 kVarh;5 kVarh;I;  BATALIONÓW CH£OPSKICH 18,  33-300 NOWY S¥CZ;Odczyt systemowy;70301206;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;5;kVarh;09.02.2022;53 kVarh;48 kVarh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 62,  33-300 NOWY S¥CZ;Odczyt systemowy;70286518;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;0;kVarh;10.02.2022;26 kVarh;26 kVarh;I; CHRUŒLICKA 6,  33-300 NOWY S¥CZ;Odczyt systemowy;70128754;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;0;kVarh;09.02.2022;12 kVarh;12 kVarh;I;MJR. HENRYKA SUCHARSKIEGO 60D, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70178622;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;45;kVarh;09.02.2022;296 kVarh;251 kVarh;I;MJR. HENRYKA SUCHARSKIEGO 56D, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70178654;5,90322E+17;Energia bierna indukcyjna strefa I
15.04.2022;12;kVarh;09.02.2022;155 kVarh;143 kVarh;II;ALEJE MJR. HENRYKA SUCHARSKIEGO 64,  33-300 NOWY S¥CZ;Odczyt systemowy;70128867;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;16;kVarh;09.02.2022;186 kVarh;170 kVarh;II;MJR. HENRYKA SUCHARSKIEGO 58, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70301242;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;0;kVarh;09.02.2022;77 kVarh;77 kVarh;II;ALEJE MJR. HENRYKA SUCHARSKIEGO 66D,  33-300 NOWY S¥CZ;Odczyt systemowy;70128871;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;89;kVarh;09.02.2022;748 kVarh;659 kVarh;II;ALEJE MJR. HENRYKA SUCHARSKIEGO 54B,  33-300 NOWY S¥CZ;Odczyt systemowy;70178620;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;0;kVarh;09.02.2022;15 kVarh;15 kVarh;II;  BATALIONÓW CH£OPSKICH 18,  33-300 NOWY S¥CZ;Odczyt systemowy;70301206;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;13;kVarh;09.02.2022;181 kVarh;168 kVarh;II;ALEJE MJR. HENRYKA SUCHARSKIEGO 62,  33-300 NOWY S¥CZ;Odczyt systemowy;70286518;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;0;kVarh;10.02.2022;115 kVarh;115 kVarh;II; CHRUŒLICKA 6,  33-300 NOWY S¥CZ;Odczyt systemowy;70128754;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;0;kVarh;09.02.2022;59 kVarh;59 kVarh;II;MJR. HENRYKA SUCHARSKIEGO 60D, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70178622;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;121;kVarh;09.02.2022;918 kVarh;797 kVarh;II;MJR. HENRYKA SUCHARSKIEGO 56D, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70178654;5,90322E+17;Energia bierna indukcyjna strefa II
15.04.2022;0;kVarh;09.02.2022;4 kVarh;4 kVarh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 64,  33-300 NOWY S¥CZ;Odczyt systemowy;70128867;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;0;kVarh;09.02.2022;1 kVarh;1 kVarh;I;MJR. HENRYKA SUCHARSKIEGO 58, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70301242;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;74;kVarh;09.02.2022;596 kVarh;522 kVarh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 66D,  33-300 NOWY S¥CZ;Odczyt systemowy;70128871;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;0;kVarh;09.02.2022;1 kVarh;1 kVarh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 54B,  33-300 NOWY S¥CZ;Odczyt systemowy;70178620;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;38;kVarh;09.02.2022;234 kVarh;196 kVarh;I;  BATALIONÓW CH£OPSKICH 18,  33-300 NOWY S¥CZ;Odczyt systemowy;70301206;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;0;kVarh;09.02.2022;1 kVarh;1 kVarh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 62,  33-300 NOWY S¥CZ;Odczyt systemowy;70286518;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;0;kVarh;10.02.2022;133 kVarh;133 kVarh;I; CHRUŒLICKA 6,  33-300 NOWY S¥CZ;Odczyt systemowy;70128754;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;60;kVarh;09.02.2022;507 kVarh;447 kVarh;I;MJR. HENRYKA SUCHARSKIEGO 60D, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70178622;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;0;kVarh;09.02.2022;0 kVarh;0 kVarh;I;MJR. HENRYKA SUCHARSKIEGO 56D, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70178654;5,90322E+17;Energia bierna pojemnoœciowa ca³odobowa
15.04.2022;44;kWh;09.02.2022;382 kWh;338 kWh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 64,  33-300 NOWY S¥CZ;Odczyt systemowy;70128867;5,90322E+17;Energia czynna strefa I
15.04.2022;47;kWh;09.02.2022;414 kWh;367 kWh;I;MJR. HENRYKA SUCHARSKIEGO 58, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70301242;5,90322E+17;Energia czynna strefa I
15.04.2022;45;kWh;09.02.2022;402 kWh;357 kWh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 66D,  33-300 NOWY S¥CZ;Odczyt systemowy;70128871;5,90322E+17;Energia czynna strefa I
15.04.2022;134;kWh;09.02.2022;1094 kWh;960 kWh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 54B,  33-300 NOWY S¥CZ;Odczyt systemowy;70178620;5,90322E+17;Energia czynna strefa I
15.04.2022;11;kWh;09.02.2022;126 kWh;115 kWh;I;  BATALIONÓW CH£OPSKICH 18,  33-300 NOWY S¥CZ;Odczyt systemowy;70301206;5,90322E+17;Energia czynna strefa I
15.04.2022;53;kWh;09.02.2022;444 kWh;391 kWh;I;ALEJE MJR. HENRYKA SUCHARSKIEGO 62,  33-300 NOWY S¥CZ;Odczyt systemowy;70286518;5,90322E+17;Energia czynna strefa I
15.04.2022;83;kWh;10.02.2022;622 kWh;539 kWh;I; CHRUŒLICKA 6,  33-300 NOWY S¥CZ;Odczyt systemowy;70128754;5,90322E+17;Energia czynna strefa I
15.04.2022;43;kWh;09.02.2022;377 kWh;334 kWh;I;MJR. HENRYKA SUCHARSKIEGO 60D, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70178622;5,90322E+17;Energia czynna strefa I
15.04.2022;116;kWh;09.02.2022;926 kWh;810 kWh;I;MJR. HENRYKA SUCHARSKIEGO 56D, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70178654;5,90322E+17;Energia czynna strefa I
15.04.2022;122;kWh;09.02.2022;1166 kWh;1044 kWh;II;ALEJE MJR. HENRYKA SUCHARSKIEGO 64,  33-300 NOWY S¥CZ;Odczyt systemowy;70128867;5,90322E+17;Energia czynna strefa II
15.04.2022;127;kWh;09.02.2022;1259 kWh;1132 kWh;II;MJR. HENRYKA SUCHARSKIEGO 58, NOWY S¥CZ 33-300 Nowy S¹cz;Odczyt systemowy;70301242;5,90322E+17;Energia czynna strefa II
15.04.2022;121;kWh;09.02.2022;1250 kWh;1129 kWh;II;ALEJE MJR. HENRYKA SUCHARSKIEGO 66D,  33-300 NOWY S¥CZ;Odczyt systemowy;70128871;5,90322E+17;Energia czynna strefa II
15.04.2022;367;kWh;09.02.2022;3341 kWh;2974 kWh;II;ALEJE MJR. HENRYKA SUCHARSKIEGO 54B,  33-300 NOWY S¥CZ;Odczyt systemowy;70178620;5,90322E+17;Energia czynna strefa II
15.04.2022;30;kWh;09.02.2022;353 kWh;323 kWh;II;  BATALIONÓW CH£OPSKICH 18,  33-300 NOWY S¥CZ;Odczyt systemowy;70301206;5,90322E+17;Energia czynna strefa II
15.04.2022;151;kWh;09.02.2022;1358 kWh;1207 kWh;II;ALEJE MJR. HENRYKA SUCHARSKIEGO 62,  33-300 NOWY S¥CZ;Odczyt systemowy;70286518;5,90322E+17;Energia czynna strefa II
